,Id,Title,Date,DateAcquired
47299,1708,[title not known],1965,1975
47306,1708,Kelly,1965,1975
47307,1708,Kelly,1965,1975
48493,1276,Dusk,1965,1975
48358,1124,Spinning Man I,1965,1975
47709,1781,Bermuda,1965,1975
47808,2043,Geometry?,1965,1975
48495,1276,In the Mountains,1965,1975
47309,1708,Kelly,1965,1975
48494,1276,Figure against Dark Sky,1965,1975
47812,2043,Six Small Prints,1965,1975
48319,979,Celtic Dreamboat I,1965,1975
47073,1416,The Desire for Lunch is a Bourgeois Obsessional Neurosis or Grey Schizoids,1965,1975
47074,1416,The Reduction of Anxiety in Terminal Patients,1965,1975
47075,1416,World Ruin through Black Magic,1965,1975
48934,1836,And Death Shall Have No Dominion (trial proof),1965,1975
47301,1708,Kelly,1965,1975
47411,1738,"He Must, So To Speak, Throw Away the Ladder",1965,1975
47414,1738,The Spirit of the Snake,1965,1975
47941,2142,3. Swinging Monkey,1965,1975
47942,2142,4. Drawing About Drawing,1965,1975
47943,2142,5. Giraffe,1965,1975
48360,1124,Spinning Man III,1965,1975
47944,2142,6. Hyena,1965,1975
47945,2142,10 Rillington Place W11,1965,1975
48929,1836,The force that through the green fuse drives the flower (trial proof),1965,1975
48741,1878,Ritual Objects,1965,1975
48359,1124,Spinning Man II,1965,1975
48635,1744,Points of Contact No. 3,1965,1975
48740,1878,Ceremony,1965,1975
46827,997,Suite 66 IX,1966,1975
47781,1919,Looking Glass No. 4,1966,1975
46664,676,Reclining Figure II,1966,1975
46665,676,Reclining Figure I,1966,1975
47782,1919,Looking Glass No. 5,1966,1975
48284,880,Figure II,1966,1975
46828,997,Suite 66 X,1966,1975
44592,1702,San Gimignano,1966,1975
47940,2142,2. Swinging Monkey,1965,1975
48363,1124,Spinning Man VI,1965,1975
47416,1738,Wittgenstein at the Cinema Admires Betty Grable,1965,1975
46991,1312,Series 40cm F,1965,1975
48362,1124,Spinning Man V,1965,1975
48696,1836,Green Metaphor,1965,1975
48364,1124,Spinning Man VII,1965,1975
48365,1124,Spinning Man VIII,1965,1975
46449,1277,The Yolk,1954,1975
48701,1836,Poem on his Birthday,1965,1975
47397,1738,Automobile Head,1954,1975
48700,1836,Over Sir John’s Hill,1965,1975
48699,1836,Do not go gentle into that good night,1965,1975
48698,1836,The Flowering Skull,1965,1975
46903,1244,My Marilyn,1965,1975
46904,1244,The Solomon R. Guggenheim,1965,1975
48697,1836,And death shall have no dominion,1965,1975
47939,2142,1. Swinging Monkey,1965,1975
46986,1312,Series 40cm A,1965,1975
46987,1312,Series 40cm B,1965,1975
46988,1312,Series 40cm C,1965,1975
46989,1312,Series 40cm D,1965,1975
46990,1312,Series 40cm E,1965,1975
48361,1124,Spinning Man IV,1965,1975
48654,1774,"12. Lewknor, Oxfordshire: Textured Walls, Traceried Windows",1964,1975
47302,1708,Kelly,1965,1975
47815,2043,5 Objects in Space,1965,1975
48685,1836,... Ce qu’a Vu le Vent d’Ouest,1959,1975
46705,785,Untitled,1964,1975
46690,763,Beach Boys,1964,1975
46728,873,Ruins,1964,1975
48533,1373,Porthmeor,1959,1975
48686,1836,La Pianiste,1959,1975
48123,1646,Untitled,1964,1975
46777,925,Untitled,1964,1975
46908,1260,Study,1964,1975
46902,1244,Interior,1964,1975
47538,1744,Points of Contact No. 2,1964,1975
47029,1322,Brick Door,1964,1975
48736,1878,Untitled I,1964,1975
48737,1878,Untitled II,1964,1975
48738,1878,Untitled III,1964,1975
47286,1679,Untitled,1964,1975
46967,1295,Enter Laughing,1964,1975
47295,1708,Kelly,1964,1975
47296,1708,Ned Kelly,1964,1975
46900,1244,Five Tyres abandoned,1964,1975
46966,1293,Cleanliness is Next to Godliness,1964,1975
46901,1244,A little bit of Roy Lichtenstein for ...,1964,1975
48612,1675,Pharoah’s Daughter,1959,1975
46766,924,Silver,1964,1975
48642,1774,"Edington, Wiltshire",1964,1975
47405,1738,Tafel 16,1964,1975
47731,1845,Untitled,1964,1975
47732,1845,Blaze,1964,1975
57419,815,Casserole and Closed Mussels,1964,1975
47805,2043,10th Sonnet,1964,1975
47806,2043,21st,1964,1975
47807,2043,Ziggurat,1964,1975
48844,2184,Figure with Guitar,1964,1975
48845,2184,Figure with Guitar,1964,1975
47897,2075,Untitled,1964,1975
48843,2184,Acrobat,1964,1975
47588,1763,Untitled,1964,1975
48846,2184,Daphne - Treeform,1964,1975
48611,1675,Lot’s Wife Turned into a Pillar of Salt,1959,1975
48684,1836,Cathédrale Engloutie III,1959,1975
48683,1836,Cathédrale Engloutie II,1959,1975
48682,1836,Le Poisson d’Or,1959,1975
48681,1836,Hammerklavier (trial proof),1959,1975
47303,1708,Kelly VI,1965,1975
48739,1878,Untitled IV,1964,1975
48680,1836,Trafalgar Square,1958,1975
46783,925,First Folio F,1965,1975
46782,925,First Folio E,1965,1975
46781,925,First Folio D,1965,1975
46780,925,First Folio C,1965,1975
46778,925,First Folio A,1965,1975
46779,925,First Folio B,1965,1975
46674,693,Zip I,1965,1975
46675,693,Zip II,1965,1975
57383,1268,Head of a Man,1956,1975
44732,880,Moon Series A,1965,1975
44733,880,Moon Series B,1965,1975
44734,880,Moon Series C,1965,1975
44735,880,Moon Series D,1965,1975
44736,880,Moon Series E,1965,1975
46784,925,First Folio G,1965,1975
47308,1708,Kelly,1965,1975
47305,1708,Kelly IV,1965,1975
48357,1094,"Silver Arcade, Leicester",1956,1975
47304,1708,Kelly V,1965,1975
44837,1763,Untitled,1965,1975
47398,1738,Standing Figure,1958,1975
44737,880,Moon Series F,1965,1975
44836,1763,Custom Print No. III,1965,1975
47417,1738,Wittgenstein in New York,1964,1975
47418,1738,Wittgenstein the Soldier,1964,1975
48502,1278,Red and Yellow Image : 1958,1958,1975
47413,1738,Reality,1964,1975
47403,1738,Girot,1964,1975
47404,1738,Plaza,1964,1975
47030,1343,Red Flush,1964,1975
48503,1278,Grey and Black Stripes : 1958,1958,1975
47415,1738,Tortured Life,1964,1975
48578,1659,Eight Reclining Figures,1958,1975
47406,1738,Poster,1964,1975
47409,1738,Experience,1964,1975
47410,1738,Futurism at Lenabo,1964,1975
47412,1738,Parrot,1964,1975
47407,1738,Artificial Sun,1964,1975
44835,1763,Custom Print No. II,1965,1975
44833,1763,Custom Print No. 1,1965,1975
48465,1274,Untitled,1958,1975
44834,1763,Custom Print No. I,1965,1975
44972,2040,Translation,1965,1975
48425,1126,Red and Black Solid,1967,1975
48424,1126,Red and Black Linear,1967,1975
44709,2075,"Leaves, Red",1967,1975
47099,1416,Setpiece I,1969,1975
47098,1416,Safeguarding of Life,1969,1975
47097,1416,On the Safeguarding of Life in Theatres (Epilogue),1969,1975
47003,1312,Series 40cm Continued G,1969,1975
47024,1318,"Blues, Greens",1969,1975
47025,1318,"Blues, Reds",1969,1975
47064,1383,English Fridge,1969,1975
47679,1774,"Welsh Landscape, Tretio",1969,1975
47545,1744,Points of Contact A,1969,1975
47063,1383,Basketball Pinboard,1969,1975
46667,676,Playing Card - Two Heads J.Y.M.,1969,1975
44541,1312,C. Vertical Screen,1970,1975
44543,1312,E. Quoined Chase,1970,1975
46926,1278,Interlocking Pink and Vermilion with Blue : April 1970,1970,1975
44610,1730,Belinda,1970,1975
44539,1312,A. Ladder Box,1970,1975
44538,1312,F. Mitred Matrix,1970,1975
44537,1312,E. Quoined Chase,1970,1975
44536,1312,D. Drop Initials,1970,1975
47100,1416,Setpiece 2,1969,1975
46842,997,[no title],1970,1975
46660,634,Get Well Soon,1969,1975
47106,1416,Untitled,1969,1975
45470,1659,Elephant Skull Plate XIX,1969,1975
45471,1659,Elephant Skull Plate XX,1969,1975
45472,1659,Elephant Skull Plate XXI,1969,1975
45473,1659,Elephant Skull Plate XXIII,1969,1975
45474,1659,Elephant Skull Plate XXIII,1969,1975
46678,711,The Four Seasons,1969,1975
47026,1318,"Red, Blue",1969,1975
46681,711,One Reversed,1969,1975
47719,1836,Peu à Peu Sortant de la Brume,1969,1975
47006,1312,Series 40cm Continued J,1969,1975
47645,1769,Yellow Square,1969,1975
47007,1312,Multi/Screen,1969,1975
46879,1009,Palette II,1969,1975
46878,1009,Four Hearts,1969,1975
47096,1416,Horizon / Blitz (Prologue),1969,1975
47646,1769,Yellow Bridge,1969,1975
47095,1416,Die gute alte Zeit,1969,1975
47005,1312,Series 40cm Continued I,1969,1975
47004,1312,Series 40cm Continued H,1969,1975
47101,1416,Setpiece 3,1969,1975
45468,1659,Elephant Skull Plate XVII,1969,1975
44535,1312,C. Vertical Screen,1970,1975
44533,1312,A. Ladder Box,1970,1975
46928,1278,Magenta Disc and Red Edge : April 1970,1970,1975
46460,1050,Points to Remember when Buying a House,1970,1975
46929,1278,Six in Light Orange with Red in Yellow : April 1970,1970,1975
46930,1278,Six in Vermilion with Green in Yellow : April 1970,1970,1975
46931,1278,Six in Vermilion with Red in Red : April 1970,1970,1975
46461,1050,Severe Sweat Stains,1970,1975
46932,1278,Six in Vermilion with Violet in Red : April 1970,1970,1975
48632,1733,The Kitty,1970,1975
46933,1278,Three Reds in Green and Magenta in Blue : April 1970,1970,1975
46934,1278,Three Reds in Magenta and Green in Blue : April 1970,1970,1975
44544,1312,F. Mitred Matrix,1970,1975
44603,2198,Crimson-Orange II,1970,1975
48556,1368,Leg-Splash,1970,1975
46925,1278,"Four  Blues, Two Discs : April 1970",1970,1975
46911,1274,Forms in a Flurry,1970,1975
46912,1274,High Tide,1970,1975
46913,1274,November Green,1970,1975
46914,1274,Two Opposing Forms,1970,1975
48506,1293,Lillies,1970,1975
44611,1730,Wendy,1970,1975
44534,1312,B. Multi-Case,1970,1975
44598,2198,Magenta-Orange I,1970,1975
44612,1730,Ashley,1970,1975
44532,1312,Quartered Arc,1970,1975
44531,1312,Embossed Quartered Arc,1970,1975
44530,1312,Diagonal Feint Ruled,1970,1975
44529,1312,Cornered Circuit,1970,1975
44540,1312,B. Multi-Case,1970,1975
46927,1278,Interlocking Scarlet and Pink in Deep Green : April 1970,1970,1975
44545,1312,Vertical Feint Ruled,1970,1975
44599,2198,Mauve-Blue I,1970,1975
44600,2198,Orange-Grey I,1970,1975
46937,1278,Umber Disc and Red Edge : April 1970,1970,1975
44601,2198,Pink-Blue I,1970,1975
46936,1278,Two Pink Discs in Dark Reds : April 1970,1970,1975
44602,2198,Yellow-Green I,1970,1975
44604,2198,Orange-Ochre II,1970,1975
46935,1278,Two Magenta Discs in Dark Reds : April 1970,1970,1975
44606,2198,Pink-Grey II,1970,1975
44607,2198,Pink-Yellow II,1970,1975
44608,1730,Lorraine,1970,1975
44609,1730,Little Lorraine,1970,1975
44605,2198,Pale Blue II,1970,1975
48507,1295,Arch,1970,1975
46679,711,Four Yellow Corners,1969,1975
45465,1659,Elephant Skull Plate XIV,1969,1975
46836,997,[title not known],1969,1975
57389,1690,Sketch for ‘Lavengro and Isopel in the Dingle’,1911,1975
46835,997,[title not known],1969,1975
44811,1708,Rinder Subject I,1969,1975
44812,1708,Rinder Subject II,1969,1975
47948,2154,[no title],1969,1975
47949,2154,[no title],1969,1975
47950,2154,[no title],1969,1975
47951,2154,[no title],1969,1975
47957,2154,Container [blue],1969,1975
47958,2154,Container [orange],1969,1975
47946,2154,[title page],1969,1975
47959,2154,Container [red],1969,1975
47961,2154,Container [yellow],1969,1975
44815,1708,Rinder Subject V,1969,1975
44814,1708,Rinder Subject IV,1969,1975
44813,1708,Rinder Subject III,1969,1975
47960,2154,Container [silver],1969,1975
47107,1416,(2) How to Read,1969,1975
46837,997,[title not known],1969,1975
46659,634,Africa,1969,1975
46838,997,[title not known],1969,1975
46840,997,[no title],1969,1975
47150,1416,(48) The Wording of Police Charges,1969,1975
48767,1913,Untitled,1969,1975
48759,1901,Students of the Revolution,1969,1975
57432,1115,The Slave Market,1912,1975
48757,1901,Marquis de Gaulle,1969,1975
48756,1901,Ted Kennedy,1969,1975
47151,1416,(49) Short Takes,1969,1975
47108,1416,(3) Four in America,1969,1975
48755,1901,Jackie and the Shower of Gold,1969,1975
48754,1901,Investiture Souvenir,1969,1975
48753,1901,Hugh Hefner (the Play Boy),1969,1975
48758,1901,Tricky Dick,1969,1975
47947,2154,[no title],1969,1975
48677,1563,Untitled III,1969,1975
48676,1563,Untitled II,1969,1975
48675,1563,Untitled I,1969,1975
44738,880,Standing Figure,1969,1975
46841,997,[no title],1969,1975
48636,1762,Two Heads,1969,1975
46839,997,[no title],1969,1975
45466,1659,Elephant Skull Plate XV,1969,1975
45452,1659,Elephant Skull Plate I,1969,1975
47037,1380,[title not known],1969,1975
45461,1659,Elephant Skull Plate X,1969,1975
47041,1380,[title not known],1969,1975
45462,1659,Elephant Skull Plate XI,1969,1975
47598,1763,Apollo II,1969,1975
46723,855,Untitled,1969,1975
46724,855,Untitled,1969,1975
46725,855,Untitled,1969,1975
46744,873,Wine Glasses,1969,1975
46743,873,Two Jugs,1969,1975
46742,873,Small Window,1969,1975
46722,855,Untitled,1969,1975
46741,873,Lampshade,1969,1975
46740,873,Coal Fire,1969,1975
45477,1659,Elephant Skull Plate XXVI,1969,1975
45479,1659,Elephant Skull Plate XXVIII,1969,1975
46680,711,Building a House,1969,1975
47042,1380,[title not known],1969,1975
45463,1659,Elephant Skull Plate XII,1969,1975
45464,1659,Elephant Skull Plate XIII,1969,1975
47028,1318,Yellows,1969,1975
47036,1380,[title not known],1969,1975
45450,1659,Two Reclining Figures Linear,1969,1975
45448,1659,Ideas for Sculpture in Landscape [from the book ‘Henry Moore’ by Ionel Jianou],1969,1975
47038,1380,[title not known],1969,1975
47039,1380,[title not known],1969,1975
45453,1659,Elephant Skull Plate II,1969,1975
45454,1659,Elephant Skull Plate III,1969,1975
45455,1659,Elephant Skull Plate IV,1969,1975
45456,1659,Elephant Skull Plate V,1969,1975
47040,1380,[title not known],1969,1975
45458,1659,Elephant Skull Plate VII,1969,1975
47043,1380,[title not known],1969,1975
45459,1659,Elephant Skull Plate VIII,1969,1975
45460,1659,Elephant Skull Plate IX,1969,1975
45451,1659,Two Piece Reclining Figures: Points,1969,1975
47546,1744,Points of Contact No. 13,1969,1975
47547,1744,Points of Contact No. 14,1969,1975
47548,1744,Points of Contact No. 15,1969,1975
47062,1383,American Fridge,1969,1975
47044,1380,[title not known],1969,1975
47027,1318,"Reds, Greens",1969,1975
45447,1659,Ideas for Sculpture [from the book ‘Henry Moore’ by Ionel Jiahou],1969,1975
45449,1659,Projects for Hill Sculpture [from the book ‘Henry Moore’ by Ionel Jianou],1969,1975
47149,1416,(47) Hanging in Chains,1969,1975
48511,1315,Harry Langdon (Clown with a Small Trilby Hat),1970,1975
48513,1315,2. Augusti,1970,1975
46853,997,[no title],1970,1975
44845,1764,[no title: p. 33],1970,1975
44846,1764,[no title: p. 37],1970,1975
44847,1764,[no title: p. 43],1970,1975
44848,1764,[no title: p. 51],1970,1975
44849,1764,[no title: p. 63],1970,1975
44850,1764,[no title: p. 83],1970,1975
46852,997,[no title],1970,1975
44879,1764,[no title: p. 247],1970,1975
45500,1659,Reclining Figure III,1970,1975
45476,1659,Elephant Skull Plate XXV,1970,1975
44860,1764,[no title: p. 345],1970,1975
44861,1764,[no title: p. 346],1970,1975
44862,1764,[no title: p. 352],1970,1975
44863,1764,[no title: p. 356],1970,1975
44864,1764,[no title: p. 366],1970,1975
44865,1764,[no title],1970,1975
44866,1764,[no title: p. 6],1970,1975
44867,1764,[no title: p. 56],1970,1975
46851,997,[no title],1970,1975
44868,1764,[no title: p. 57],1970,1975
44772,1282,Victims I,1970,1975
46850,997,[no title],1970,1975
44858,1764,[no title: p. 337],1970,1975
48702,1836,[title not known],1970,1975
46854,997,[no title],1970,1975
46855,997,[no title],1970,1975
46856,997,[no title],1970,1975
45502,1659,Two Reclining Figures,1970,1975
45501,1659,Reclining Figure IV,1970,1975
44854,1764,[no title: p. 229],1970,1975
44853,1764,[no title: p. 161],1970,1975
44852,1764,[no title: p. 102],1970,1975
44851,1764,[no title: p. 97],1970,1975
44740,924,November +2,1970,1975
44741,924,November +3,1970,1975
46844,997,[no title],1970,1975
46845,997,[no title],1970,1975
46846,997,[no title],1970,1975
46847,997,[no title],1970,1975
46848,997,[no title],1970,1975
46849,997,[no title],1970,1975
44769,1274,Rangatira II,1970,1975
44857,1764,[no title: p. 283],1970,1975
44869,1764,[no title: p. 113],1970,1975
44871,1764,[no title: p. 170],1970,1975
45482,1659,Two Draped Standing Figures,1970,1975
45481,1659,Six Sculptural Motives,1970,1975
45480,1659,Frontispiece of Il Bisonte Cartella,1970,1975
44859,1764,[no title: p. 343],1970,1975
48760,1901,Ian Fleming as James Bond,1970,1975
48761,1901,Lennon and Ono,1970,1975
48762,1901,Pope and the Pill,1970,1975
48763,1901,The Queen,1970,1975
48764,1901,Spiro Agnew,1970,1975
45486,1659,Six Sculpture Motives,1970,1975
48384,1124,Wild Cat,1970,1975
47649,1769,Summer Portrait,1970,1975
48382,1124,Lynx,1970,1975
47866,2043,Jan Palach,1970,1975
47865,2043,Ho Chi Minh,1970,1975
47864,2043,A E I O U,1970,1975
46654,622,Garden Suite I,1970,1975
46656,622,Garden Suite III,1970,1975
47383,1730,‘She kept on growing’,1970,1975
45483,1659,Two Women,1970,1975
44870,1764,[no title: p. 117],1970,1975
45484,1659,After the Accident,1970,1975
45487,1659,Storm at Forte Dei Marmi,1970,1975
44872,1764,[no title: p. 196],1970,1975
44873,1764,[no title: p. 205],1970,1975
44874,1764,[no title: p. 207],1970,1975
44875,1764,[no title: p. 225],1970,1975
44876,1764,[no title: p. 230],1970,1975
44877,1764,[no title: p. 239],1970,1975
45478,1659,Elephant Skull Plate XXVII,1970,1975
45499,1659,Reclining Figure II,1970,1975
45498,1659,Reclining Figure I,1970,1975
45497,1659,Two Tall Figures: Man and Woman,1970,1975
45496,1659,Two Seated Figures,1970,1975
45495,1659,Two Standing Figures No. XII,1970,1975
45494,1659,Wreck,1970,1975
45493,1659,Two Standing Figures No. XI,1970,1975
45492,1659,Two Standing Figures No. V,1970,1975
45491,1659,Two Standing Figures,1970,1975
45490,1659,Three Sculpture Motives,1970,1975
45489,1659,Three Motives,1970,1975
45488,1659,Storm at Sea,1970,1975
45485,1659,Two Figures Talking,1970,1975
48512,1315,1. White Faced Clown,1970,1975
44856,1764,[no title: p. 238],1970,1975
44878,1764,[no title: p. 240],1970,1975
48440,1148,"The Gatehouse, Stanway",1970,1975
48431,1148,[title not known],1970,1975
48617,2190,Kersey Church,1970,1975
48618,1719,I Ching No. 14,1970,1975
46917,1274,Three Forms,1970,1975
46918,1274,Two Ancestral Figures,1970,1975
46919,1274,Winter Solstice,1970,1975
46923,1278,"Blue and Deep Violet with Orange, Brown and Green : April 1970",1970,1975
44498,1126,Blue Suspended Form,1970,1975
44499,1126,Green and Orange,1970,1975
44501,1126,Red with Black on the Side,1970,1975
44502,1126,Stacked on the Side,1970,1975
46924,1278,Blues Dovetailed in Yellow : April 1970,1970,1975
44500,1126,Orange Dusk,1970,1975
44528,1312,Black Quartered Arc,1970,1975
44452,1124,[title not known],1970,1975
44453,1124,Chanticleer and the Fox,1970,1975
44454,1124,The Miller’s Tale I,1970,1975
44455,1124,The Miller’s Tale,1970,1975
48439,1148,[title not known],1970,1975
44456,1124,[title not known],1970,1975
48438,1148,"Orford Castle, Suffolk",1970,1975
48436,1148,Little Moreton Hall,1970,1975
48514,1315,3. Juggler Clowns,1970,1975
48515,1315,4. Night,1970,1975
48516,1315,5. Muse and Clown,1970,1975
48517,1315,Harry Langdon,1970,1975
48518,1315,White Face in a Straw Hat,1970,1975
46910,1274,December Forms,1970,1975
46909,1274,Assembly of Square Forms,1970,1975
48386,1124,Horse and Rider,1970,1975
48392,1124,Horse and Rider I,1970,1975
48393,1124,Horse and Rider II,1970,1975
48394,1124,Horse and Rider III,1970,1975
48395,1124,Horse and Rider IV,1970,1975
48396,1124,Horse and Rider V,1970,1975
48397,1124,Horse and Rider,1970,1975
46915,1274,Orchid,1970,1975
